1.156306715063520618e-01,1.341388977061332491e-02,2.850542312424825475e+00,1.440114939117709270e-01,1.826499047927914732e-01,6.328638687687230258e-01,1.251632402225853237e-02,2.202359346642467908e-01,-2.864899356297436128e+01,3.556661030263555290e+00,1.162269015346180989e+00,4.208793634314684229e-01,4.906727671739174457e-01,6.482105465800832959e-03,4.223994528153653394e-01,1.310338094729288430e-02,2.133092479150546228e-01,-1.813448864685041767e-02,2.676879631105554824e-01,-1.368401646759154766e-01,1.994051262847818806e-01,1.272968875458659098e-03,3.662918439051191595e-04,1.831732603369428392e-01,2.202713099383829531e-03,1.197746595063286200e-02,8.522711902430207039e-04,5.278275932266403292e-02,5.564104763284015475e-05,5.792698202631872207e-04,3.491566673972952735e-03,5.257324001746236514e-02,2.690246610582519527e-04,5.402948714853285372e-02,5.364163836686877684e-02,9.504212087174519069e-03,4.293423459964249567e-01,5.024849577493803454e-02,2.084790616018997872e-02,2.740226025496609319e-01,7.781777223434840213e-03,1.538807267516598964e-01,1.258868906267644583e+00,5.523622298960242372e-01,4.355576232521701785e-01,3.154798722750291051e-01,2.592651505622952657e-01,2.380017489482886273e-01,2.079553077319658827e-01,1.977564471097027488e-01,1.522380519758875783e-01,1.557208189246854779e-01,1.863050560672561418e-01,2.046879621161446505e-01,1.556719223436197619e-01,1.314283726144884748e-03,1.033610841236425916e-03,7.416892401120457612e-02,1.854695708137883139e-03,7.222707998413747596e-03,8.718023701225780658e-04,4.034553186297897692e-02,6.194899989020300791e-05,4.816996626997787170e-04,3.151840090852642186e-03,3.668984597363161848e-02,5.620466416603455903e-04,1.869389524406138772e-02
6.583484573502722259e-02,1.293168468685668669e-02,2.856536296726813529e+00,1.002350835579074728e-01,1.615588812957378384e-01,3.606087720126083251e-01,1.511012460670718704e-02,8.157894736842104255e-02,-2.723979850071946274e+01,1.859732015616392120e+00,8.262900840516745893e-02,1.198801793014074635e+00,4.848401169526986854e-01,5.298170890326650007e-01,6.476570144932221676e-03,-1.425058638901286479e-01,5.832828806105346819e-01,2.353333387190419401e-01,-8.075574640350861866e-02,3.980404153804383005e-02,2.181985011451107181e-01,2.149351269248659692e-03,1.086471704148834604e-03,1.945995304610218801e-01,1.302525390618073601e-03,1.239028452889420241e-02,7.340911584756929387e-04,4.692072325749439832e-02,1.139458234365960543e-03,2.819704803216965296e-03,6.118834251765614511e-03,3.199592013350088110e-02,2.142808950825487307e-03,5.600093576567808512e-02,4.209927342557964053e-02,1.310992757283833098e-02,4.192577699856705475e-01,2.251511601576677499e-02,2.998153748016832779e-02,2.981044921793357672e-01,9.366336486034475967e-03,9.495879216574788784e-02,1.804248110653605464e+00,1.382771919821650375e+00,8.491799131904593789e-01,6.109031247455100067e-01,3.497152998416673819e-01,3.378289625564088738e-01,2.893514708681313441e-01,4.042195414546029819e-01,3.880415841025275370e-01,3.263259679142738179e-01,3.066383863497320617e-01,1.628120977229964850e-01,1.529648030987233176e-01,4.567619080282040757e-03,2.924592423128742277e-03,9.185770015822916634e-02,1.454105497341578752e-03,1.341997350387092065e-02,7.040358199680715138e-04,3.418923275619593916e-02,2.473009646491148347e-03,6.609430470551702110e-03,6.777149000193837675e-03,3.398603851837288942e-02,4.554309033012391740e-03,2.291100468059656739e-02
4.376134301270416527e-02,1.233119179138352298e-02,3.167772342471924851e+00,1.010977137882793225e-01,1.310069031303109643e-01,3.271668192348734516e-01,4.455466522962236824e-03,8.870235934664247313e-02,-2.593582276382573326e+01,4.697619936212925618e-01,-2.592758567030938321e-01,1.394958070809078077e+00,1.952942431682094249e-01,7.310813323846671041e-01,5.300157168099174990e-03,-4.473851048157519439e-01,6.751182177914503146e-01,3.667577934663806549e-01,-3.426388936211317571e-01,8.156345638000669918e-02,3.751324528179778017e-01,4.197190715250367563e-03,6.835276950630279295e-04,3.029367649859400213e-01,6.435057640258750634e-04,4.988765399233924605e-03,7.461289360880758509e-04,2.821522763693837949e-02,9.097346979688184171e-04,2.375466488937225899e-03,3.630568164253786170e-03,1.879776554383049900e-02,9.659515259477349574e-04,8.299611369189335841e-02,3.143778128747337641e-02,3.702155697813536064e-03,5.846408078044897094e-02,1.957262109023706967e-02,3.643047252761471427e-02,2.089883549338870383e-01,1.591438436046441283e-03,5.431538593260727688e-02,4.971737912860266229e-01,3.863628526072543923e-01,2.831397503638826141e-01,3.909011465261349461e-01,1.955393699510249716e-01,2.280086830073352888e-01,1.508435540842294198e-01,2.537946964728332588e-01,1.894615793624398747e-01,2.179489493310353132e-01,1.410716453980372931e-01,1.271998866292549657e-01,1.175746860327136489e-01,5.018392008846723693e-03,8.185423679433705526e-04,7.725804868127496283e-02,4.605743655687251923e-04,3.669506402331464048e-03,9.629980054196777932e-04,1.569069675091916416e-02,8.775824380641431346e-04,3.178958244896834540e-03,2.633611116811254357e-03,1.544736351160998916e-02,8.436137659819299044e-04,2.074983330166773124e-02
5.642014519056261224e-02,5.455356658451572527e-02,3.228425522588443730e+00,1.312695628306645157e-01,1.368915843519829811e-01,6.552983424873863871e-01,2.413886041930833875e-03,1.228675136116152561e-01,-2.328514762649857062e+01,-2.543480154274008198e-01,7.079868457613251731e-02,4.845321667045673908e-01,3.562066264022148987e-01,4.497587855247411892e-01,1.294873818110464127e-02,1.925451940126046008e-02,1.401531101004588054e-01,-7.014286477390282992e-02,-1.422419578635701343e-01,2.784934995459478202e-01,3.378975442400082296e-01,3.055631222794102930e-02,9.510429981631343200e-04,2.692106900346457055e-01,1.278369478230407435e-03,3.114574538765034917e-03,3.923278760843955208e-03,2.227250561913850929e-02,3.843039807537781353e-03,5.572831031349989106e-04,8.688057198654326177e-04,5.856769711348292287e-03,5.330334779300063656e-04,7.398261535519222443e-02,1.349944327586650658e-02,2.467498089472557055e-02,3.517471480185482141e-02,1.434433063768183504e-02,2.462336239882974981e-02,1.399268234560224755e-01,6.533020213325932716e-04,2.582207880264244040e-02,8.312437463774019486e-01,1.943087366683232398e-01,2.007516565340017600e-01,2.233529829456809279e-01,2.026461572597001715e-01,1.937525225698243647e-01,1.850928758019756704e-01,1.903862532838226929e-01,2.277882474283288716e-01,1.959438471143242488e-01,1.828975418291412247e-01,1.498981670021228285e-01,1.627889378800689846e-01,2.945357307682532413e-02,6.768594875814537603e-04,4.887667987574641215e-02,8.064054384417086675e-04,1.351787083798675591e-03,3.025011302451279926e-03,1.279576130173560623e-02,3.237674466960395112e-03,3.140974917553176170e-04,2.912492709067363776e-04,2.850143300686125598e-03,3.224380103930439339e-04,1.240271314568098387e-02
6.002722323048999969e-02,8.111930956656278335e-02,3.108723191041284029e+00,1.256359316896171197e-01,1.485971997791275256e-01,5.465761773475590335e-01,3.661083501272288741e-03,9.323956442831216052e-02,-2.165111943740297207e+01,1.347096716495004731e+00,2.787796601605764812e-01,4.120161170336752443e-01,1.733017000110599892e-01,1.953797505494308806e-01,7.637773984045806430e-02,1.293460549777686319e-01,7.601326352365640748e-02,-1.825184048425161285e-02,-7.826822005553884382e-03,4.730376947145689681e-02,7.121411569531320429e-02,1.332244373100005194e-02,3.358587974243780385e-03,1.597665039561137756e-01,4.531342144571106657e-03,1.919892312545247101e-02,4.703208372516267353e-03,5.309414313707491034e-02,2.726317958284245162e-03,2.677275930816662257e-03,7.594534392525151278e-03,3.244077018339109469e-02,1.790089878777416637e-03,4.600912233597747453e-02,3.107806637057655350e-02,1.821941769736119821e-02,9.559858369703883030e-02,3.329156942271944974e-02,2.278212422646744978e-02,3.860309328395158390e-01,1.915718676433047010e-03,6.667368448618808674e-02,5.794785670557480728e-01,8.326952942945281544e-01,2.118847386415096956e-01,1.424777277305442347e-01,1.513996125626815847e-01,1.931039338355340362e-01,1.919126074139460847e-01,1.733527714747419013e-01,1.545957123251580634e-01,1.865818204303464345e-01,1.576214093505131919e-01,1.897466503881556354e-01,2.073898391400741392e-01,8.913709807150711414e-03,2.827599238089690409e-03,5.404038513636412466e-02,3.337743701421975843e-03,1.272522065003570992e-02,1.953610589083263228e-03,3.299191182438998560e-02,3.571788329109474268e-03,2.092423707493598368e-03,8.190039695225588556e-03,2.737752713689889719e-02,1.276709933118843699e-03,1.247489749819031928e-02
1.234119782214156136e-02,3.695127958296514498e-02,3.008723919169988381e+00,6.153436638318902224e-02,1.346425474562751856e-01,2.456205346452738567e-02,1.014418925256645697e-02,1.293103448275861878e-02,-2.415907730655500529e+01,3.093340292550004200e+00,1.740517591762087354e-02,5.772727685891781979e-01,8.858558721752055054e-02,2.933298632646194060e-01,-6.783197532516728467e-02,1.368090784549239047e-02,-2.004774891593683744e-02,7.420902171278785653e-02,5.843943935463800921e-02,9.460310775506067249e-02,1.239006365955282879e-02,6.440578685197313573e-03,1.510946457603802931e-03,1.062350776741964598e-01,3.856900584177714360e-03,5.519015786039747212e-02,4.382286562865756602e-03,9.889961419599686832e-02,4.282955595515655417e-04,2.517764122420840852e-03,9.990625059435298203e-03,1.788550358396209100e-02,1.076812711764683125e-03,4.404993195930621830e-02,4.472312715191145878e-03,1.564690668192265585e-02,1.581588578977037585e-01,2.010438644354950455e-02,3.970312236102256642e-02,1.556255850614667730e-02,3.963763331293495597e-03,3.559610166317523933e-03,1.009468517302608115e+00,3.348031999074948528e-01,1.353243344850053043e-01,1.715258731825476390e-01,1.435266185012730178e-01,1.631154981679699134e-01,1.393170441331856302e-01,1.739542428792751338e-01,1.537460130240974887e-01,8.549508012405485080e-02,1.442251927677949130e-01,1.374710578581435361e-01,1.622825653160900328e-01,5.846745259305459463e-03,9.306221632859562436e-04,8.201654516459198907e-02,3.306807604502045358e-03,2.495807126868524947e-02,3.049208990624486387e-03,3.828024924942551727e-02,3.211518005260429582e-04,1.667575458810096386e-03,5.256013959270884432e-03,1.464145707988945277e-02,1.000344551887055169e-03,1.413426246157712361e-02
6.261343012704175329e-03,1.121920693788595706e-02,2.821498609742177699e+00,6.265535297389482339e-02,1.455326942317430317e-01,1.080756538158017532e-02,8.327454082728013435e-03,5.399274047186932227e-03,-2.711945729002782812e+01,3.233761719508779553e+00,1.393140349625893726e-01,4.885322026515749871e-01,1.398329725419093783e-01,1.983963840090820219e-01,4.832826169725236432e-02,1.981045432272217702e-02,-9.842075304886058196e-02,8.909788350621329622e-02,1.187275053695437121e-01,1.854137615833196251e-01,1.772791947573326005e-02,2.021205428851094270e-03,4.006405011061002041e-04,6.168028907259169580e-02,7.984891164730219737e-04,1.175785470571278218e-01,1.140729128061821179e-03,4.454217840185177579e-02,1.484340809940622283e-04,8.973448084725355609e-04,3.716894428091825544e-03,7.111469855531083947e-03,3.652334845449047062e-04,3.796389187687161659e-02,2.813798862742950165e-03,2.339947883335969248e-03,1.921919797461493495e-01,2.677469416608141417e-02,4.449653003556662545e-02,7.327759640024603290e-03,3.617222260074138673e-03,2.933084638637746717e-03,8.159218050126466615e-01,3.768041778265330821e-01,2.198647486958595632e-01,1.688407222761268422e-01,1.982461000570145682e-01,1.780520778198411425e-01,1.611017202980169205e-01,1.603984989890988588e-01,1.381954845612840266e-01,1.286544785445302430e-01,1.832970097494247552e-01,1.314353146150007701e-01,1.224262376953818565e-01,1.808523798455145782e-03,4.153568699478722833e-04,3.924474724088300448e-02,6.818040062431626096e-04,1.452069938699376492e-02,8.513183893420187996e-04,2.782391372798104570e-02,1.537591244469031977e-04,6.895130989114722168e-04,2.414704200703148701e-03,5.994686853044032052e-03,2.877114359042103617e-04,2.704096263791080142e-03
3.779491833030852732e-02,4.772362033946343784e-02,2.860852030458780781e+00,9.789987791677925988e-02,1.393514913510928155e-01,2.310386244695848412e-01,2.051044511686866273e-02,5.149727767695098934e-02,-2.436052452856323924e+01,2.869230332775653647e+00,-2.473344840310069959e-01,3.720653828851437361e-01,1.074376494570712381e-01,1.531518088714252102e-01,1.395658410385159087e-01,6.615529560375804641e-02,1.333789739273106012e-01,1.978538419516160524e-02,4.875250627524817942e-02,3.633065847847039009e-02,-5.647489076839098260e-02,9.291114898587866933e-03,4.637661891783871962e-03,5.827798185786015051e-02,4.289481246530855996e-03,7.269163931420374869e-02,5.661038585657007446e-03,1.730381790452697674e-02,1.725438525937683307e-03,2.053605614479067035e-03,7.225658107180714211e-03,2.935652809098078173e-02,1.865762378314559560e-03,2.683219941164903186e-02,4.971814176178543376e-02,3.359995242186934045e-02,2.521085906917360786e-01,6.215479191381878543e-02,3.430475857353990077e-02,4.450204764483047248e-01,2.534654803005273807e-02,8.564670168023900965e-02,2.259034316912461815e+00,1.059583156843338925e+00,8.892514884489752802e-01,4.945854272841885280e-01,5.889702052184638825e-01,4.758692567499946957e-01,4.206272948921185306e-01,2.383313087526884311e-01,2.283607356934059252e-01,2.916780930416061346e-01,1.953246627053950024e-01,2.662703437068376644e-01,1.391104798887030369e-01,1.026189541013013649e-02,1.005274080687191401e-02,2.196947284840670631e-02,4.451098520459616063e-03,3.839169115916166164e-02,7.764088065410536948e-03,1.362726189004673759e-02,3.060967611608796969e-03,2.228288266772862625e-03,7.657443700610251994e-03,2.644130178485886579e-02,2.136572916273823085e-03,7.459495186088974973e-03
2.713248638838475918e-02,5.003429789479248158e-02,2.948485177047795336e+00,8.401750404216128121e-02,1.362999676984254227e-01,1.572425687889562607e-01,1.985744398305333905e-02,4.559891107078040129e-02,-2.364215384952699850e+01,2.672064677272470767e+00,1.015632629697133015e-03,1.447318194693352766e-01,-5.922642848121674464e-02,1.527339164063774291e-01,1.280864331333390026e-02,-2.089493499331970816e-02,1.720645219542960569e-01,1.803675093039943528e-02,7.390457742008230135e-02,1.201944768721304735e-01,-1.746435001270663645e-01,1.907577482390249851e-02,6.257250122535297672e-03,6.659619108936960796e-02,9.401457966662602611e-03,5.710098874348542436e-02,1.138078494824867372e-02,1.941419764444829443e-02,2.176200214920614821e-03,5.983983283948605091e-03,9.745385330791564785e-03,1.973900487055813002e-02,6.815608812052764351e-03,2.728293817519623563e-02,2.092856851819422173e-02,2.789124742203281590e-02,1.612846146224140020e-01,3.934404093481268239e-02,3.197121220669329328e-02,2.980076297623197035e-01,1.986824352057151369e-02,6.285421167058063974e-02,2.219914518594892527e+00,8.572306051037242858e-01,8.747489001360140293e-01,4.736329700261139308e-01,6.807190177400779252e-01,4.084479891125560869e-01,2.299565176624332186e-01,2.783063147321366837e-01,2.848266111661747479e-01,2.296507666938455705e-01,2.618960004732323599e-01,2.269050445928019744e-01,2.295540214139616952e-01,2.456289959420304703e-02,8.628043315726760878e-03,4.589725088079384119e-02,1.047003161161171383e-02,3.265812863063899396e-02,2.508917488312217142e-02,1.843291117168691096e-02,5.390163797580434756e-03,5.099143847272096658e-03,9.883918045859781468e-03,2.109439041047851682e-02,9.255324147130542661e-03,1.007253199939730712e-02
5.285843920145190389e-02,3.718625101279643408e-02,2.969945096649940997e+00,1.204372169431835171e-01,1.545343273324719657e-01,4.048445843730487104e-01,1.908021749199308170e-02,9.128856624319420243e-02,-2.439872849660222442e+01,2.433259977135417973e+00,5.936379245801790550e-01,4.539501203296557597e-01,-2.821802476888697897e-01,1.439997766987656802e-01,-1.090206117980169614e-01,5.600915148905662166e-02,4.667790079348464738e-02,2.509204803203177875e-02,6.428336141410309623e-02,-3.958700578583977669e-02,-1.260616483386642894e-01,2.301636593602148645e-02,3.896358068623743346e-03,1.123273504159852526e-01,7.788859890437020532e-03,2.915827565470086036e-02,1.937214255700536042e-02,4.411846783348924439e-02,4.288179455713492585e-03,2.398349958829621310e-03,7.926179592091589510e-03,1.973127201011242587e-02,7.742724500662769363e-03,3.849373655145057332e-02,5.962662619115905588e-02,2.395879820107856342e-02,2.476201919207175750e-01,6.993079597148474380e-02,3.142660818428497094e-02,6.273582150623134845e-01,1.398610136764096706e-02,1.359331498174661534e-01,1.742947432468186841e+00,7.075162093175614286e-01,8.940841686229795693e-01,3.971535442521531567e-01,5.971213493561500218e-01,3.044307059342997723e-01,3.993467326890722813e-01,3.308640672222496470e-01,3.463220034373443723e-01,3.177149971837082143e-01,1.750890401804506835e-01,1.902643906259817996e-01,1.730282302487608781e-01,3.697935324968075477e-02,4.272099811466588057e-03,7.570518278605400941e-02,1.604113941350928177e-02,2.110770934457074921e-02,3.411906897368440633e-02,3.260359744400506687e-02,1.276512338014553632e-02,2.957621591101221477e-03,9.608464496391862231e-03,1.982122852640930133e-02,1.451801280160327362e-02,1.627898841679807640e-02
